ID;Категория;Артикул;Имя товара;Цена;Количество;Производитель;Опция:Цвет;GroupID;GroupID;ManufID
3509;Мобильные телефоны;1051439;Мобильный телефон SENSEIT R450;8 050,9;8;SENSEIT;оранжевый;18;;47
3510;Мобильные телефоны;1051439;Мобильный телефон SENSEIT R450;8 050,9;8;SENSEIT;серый;9;;47
3511;Мобильные телефоны;393871;Мобильный телефон Motorola Moto E;8569,0;5;Motorola;;0;;11
3512;Мобильные телефоны;393871;Мобильный телефон Motorola Moto E;12 419,0;5;Motorola;золотистый;1;;11
3513;Мобильные телефоны;393871;Мобильный телефон Motorola Moto E;8 569,0;3;Motorola;серый;9;;11
3514;Мобильные телефоны;393871;Мобильный телефон Motorola Moto E;8 090,5;11;Motorola;синий;6;;11
3515;Мобильные телефоны;135104;Мобильный телефон Nokia X7;7370,0;2;Nokia;;0;;6
3516;Мобильные телефоны;135104;Мобильный телефон Nokia X7;7 370,0;10;Nokia;черный;4;;6
3517;Мобильные телефоны;369022;Мобильный телефон Xiaomi Mi 3 16GB;17887,1;3;Xiaomi;;0;;1
3518;Мобильные телефоны;369022;Мобильный телефон Xiaomi Mi 3 16GB;17 887,1;8;Xiaomi;белый;5;;1
3519;Мобильные телефоны;1208109;Мобильный телефон BQ BQ-5054 Crystal;5599,0;7;BQ;;0;;18
3520;Мобильные телефоны;1208109;Мобильный телефон BQ BQ-5054 Crystal;4 766,3;7;BQ;золотистый;1;;18
3521;Мобильные телефоны;1208109;Мобильный телефон BQ BQ-5054 Crystal;4 766,3;2;BQ;красный;7;;18
3522;Мобильные телефоны;1208109;Мобильный телефон BQ BQ-5054 Crystal;4 766,3;14;BQ;черный;4;;18
3523;Мобильные телефоны;1188006;Мобильный телефон Texet TM-B206;1089,0;15;Texet;;0;;28
3524;Мобильные телефоны;1188006;Мобильный телефон Texet TM-B206;1 089,0;14;Texet;черный;4;;28
3525;Мобильные телефоны;1185724;Мобильный телефон Fly FS456 Nimbus 14;3001,9;11;Fly;;0;;33
3526;Мобильные телефоны;1185724;Мобильный телефон Fly FS456 Nimbus 14;2 915,0;3;Fly;красный;7;;33
3527;Мобильные телефоны;1185724;Мобильный телефон Fly FS456 Nimbus 14;2 915,0;3;Fly;черный;4;;33
3528;Мобильные телефоны;1188134;Мобильный телефон Texet TM-304;1485,0;15;Texet;;0;;28
3529;Мобильные телефоны;1188134;Мобильный телефон Texet TM-304;1 395,9;6;Texet;золотистый;1;;28
3530;Мобильные телефоны;1188134;Мобильный телефон Texet TM-304;1 395,9;11;Texet;красный;7;;28
3531;Мобильные телефоны;1188134;Мобильный телефон Texet TM-304;1 395,9;2;Texet;серебристый;3;;28
3532;Мобильные телефоны;877754;Мобильный телефон ZTE Blade A476;6215,0;9;ZTE;;0;;9
3533;Мобильные телефоны;877754;Мобильный телефон ZTE Blade A476;5 652,9;2;ZTE;черный;4;;9
3534;Мобильные телефоны;877754;Мобильный телефон ZTE Blade A476;5 652,9;2;ZTE;белый;5;;9
3535;Мобильные телефоны;769485;Мобильный телефон Ginzzu M108 Dual;1331,0;14;Ginzzu;;0;;45
3536;Мобильные телефоны;769485;Мобильный телефон Ginzzu M108 Dual;1 196,8;3;Ginzzu;черный;4;;45
3537;Мобильные телефоны;769485;Мобильный телефон Ginzzu M108 Dual;1 408,0;6;Ginzzu;белый;5;;45
3538;Мобильные телефоны;1204045;Мобильный телефон Vertex Impress Lion 3G;6037,9;4;Vertex;;0;;37
3539;Мобильные телефоны;1204045;Мобильный телефон Vertex Impress Lion 3G;5 582,5;3;Vertex;золотистый;1;;37
3540;Мобильные телефоны;1204045;Мобильный телефон Vertex Impress Lion 3G;6 039,0;5;Vertex;графит;16;;37
3541;Мобильные телефоны;1208011;Мобильный телефон Fly 5S;4389,0;13;Fly;;0;;33
3542;Мобильные телефоны;1208011;Мобильный телефон Fly 5S;4 389,0;6;Fly;золотистый;1;;33
3543;Мобильные телефоны;1208011;Мобильный телефон Fly 5S;4 389,0;15;Fly;красный;7;;33
3544;Мобильные телефоны;1208011;Мобильный телефон Fly 5S;4 389,0;9;Fly;черный;4;;33
3545;Мобильные телефоны;627522;Мобильный телефон Asus Zenfone 2 Laser 16GB ZE550KL;12089,0;3;Asus;;0;;12
3546;Мобильные телефоны;627522;Мобильный телефон Asus Zenfone 2 Laser 16GB ZE550KL;12 089,0;7;Asus;белый;5;;12
3547;Мобильные телефоны;1251035;Мобильный телефон Huawei Honor 8 32GB/4GB Dual Sim;21406,0;3;Huawei;;0;;4
3548;Мобильные телефоны;1251035;Мобильный телефон Huawei Honor 8 32GB/4GB Dual Sim;21 406,0;9;Huawei;серебристый;3;;4
3549;Мобильные телефоны;1251035;Мобильный телефон Huawei Honor 8 32GB/4GB Dual Sim;21 406,0;4;Huawei;черный;4;;4
3550;Мобильные телефоны;60784;Мобильный телефон Nokia N81;4620,0;4;Nokia;;0;;6
3551;Мобильные телефоны;1142282;Мобильный телефон Micromax X704;1331,0;4;Micromax;;0;;36
3552;Мобильные телефоны;1142282;Мобильный телефон Micromax X704;1 239,7;9;Micromax;черный;4;;36
3553;Мобильные телефоны;1142282;Мобильный телефон Micromax X704;1 639,0;13;Micromax;белый;5;;36
3554;Мобильные телефоны;816208;Мобильный телефон TP-LINK Neffos C5L;4508,9;14;TP-LINK;;0;;42
3555;Мобильные телефоны;816208;Мобильный телефон TP-LINK Neffos C5L;4 508,9;14;TP-LINK;серый;9;;42
3556;Мобильные телефоны;816208;Мобильный телефон TP-LINK Neffos C5L;4 508,9;6;TP-LINK;черный;4;;42
3557;Мобильные телефоны;816208;Мобильный телефон TP-LINK Neffos C5L;4 508,9;3;TP-LINK;бежевый;19;;42
3558;Мобильные телефоны;816208;Мобильный телефон TP-LINK Neffos C5L;4 508,9;11;TP-LINK;белый;5;;42
3559;Мобильные телефоны;760900;Мобильный телефон Philips S616;16599,0;14;Philips;;0;;24
3560;Мобильные телефоны;760900;Мобильный телефон Philips S616;12 089,0;6;Philips;серый;9;;24
3561;Мобильные телефоны;760900;Мобильный телефон Philips S616;16 335,0;6;Philips;черный;4;;24
3562;Мобильные телефоны;1070823;Мобильный телефон Highscreen Razar Pro;9889,0;8;Highscreen;;0;;25
3563;Мобильные телефоны;1070823;Мобильный телефон Highscreen Razar Pro;9 889,0;14;Highscreen;серый;9;;25
3564;Мобильные телефоны;573093;Мобильный телефон LG Magna DualSim;9887,9;12;LG;;0;;10
3565;Мобильные телефоны;573093;Мобильный телефон LG Magna DualSim;10 989,0;8;LG;золотистый;1;;10
3566;Мобильные телефоны;573093;Мобильный телефон LG Magna DualSim;9 887,9;11;LG;белый;5;;10
3567;Мобильные телефоны;899311;Мобильный телефон Vertex C305;1408,0;5;Vertex;;0;;37
3568;Мобильные телефоны;899311;Мобильный телефон Vertex C305;1 408,0;2;Vertex;черный;4;;37
3569;Мобильные телефоны;1161338;Мобильный телефон Prestigio MultiPhone 3512 DUO;4609,0;13;Prestigio;;0;;43
3570;Мобильные телефоны;1161338;Мобильный телефон Prestigio MultiPhone 3512 DUO;4 873,0;14;Prestigio;золотистый;1;;43
3571;Мобильные телефоны;1161338;Мобильный телефон Prestigio MultiPhone 3512 DUO;4 664,0;5;Prestigio;красный;7;;43
3572;Мобильные телефоны;1161338;Мобильный телефон Prestigio MultiPhone 3512 DUO;4 675,0;14;Prestigio;черный;4;;43
3573;Мобильные телефоны;1161338;Мобильный телефон Prestigio MultiPhone 3512 DUO;3 792,8;6;Prestigio;бирюзовый;11;;43
3574;Мобильные телефоны;1161338;Мобильный телефон Prestigio MultiPhone 3512 DUO;5 489,0;3;Prestigio;бордовый;22;;43
3575;Мобильные телефоны;1185332;Мобильный телефон Texet TM-B320;1353,0;9;Texet;;0;;28
3576;Мобильные телефоны;1185332;Мобильный телефон Texet TM-B320;1 353,0;11;Texet;черный;4;;28
3577;Мобильные телефоны;1159431;Мобильный телефон Irbis SP57;4937,9;14;Irbis;;0;;52
3578;Мобильные телефоны;1159431;Мобильный телефон Irbis SP57;4 935,7;8;Irbis;черный;4;;52
3579;Мобильные телефоны;1159431;Мобильный телефон Irbis SP57;4 935,7;12;Irbis;белый;5;;52
3580;Мобильные телефоны;1188024;Мобильный телефон Texet TM-B216;2011,9;5;Texet;;0;;28
3581;Мобильные телефоны;1188024;Мобильный телефон Texet TM-B216;1 648,9;2;Texet;красный;7;;28
3582;Мобильные телефоны;1188024;Мобильный телефон Texet TM-B216;1 793,0;10;Texet;синий;6;;28
3583;Мобильные телефоны;1234990;Мобильный телефон OPPO R9s;22328,9;12;OPPO;;0;;21
3584;Мобильные телефоны;1234990;Мобильный телефон OPPO R9s;22 328,9;4;OPPO;золотистый;1;;21
3585;Мобильные телефоны;1234990;Мобильный телефон OPPO R9s;22 328,9;8;OPPO;черный;4;;21
3586;Мобильные телефоны;824341;Мобильный телефон Fly FS505 Nimbus 7;3289,0;8;Fly;;0;;33
3587;Мобильные телефоны;824341;Мобильный телефон Fly FS505 Nimbus 7;3 289,0;11;Fly;зеленый;10;;33
3588;Мобильные телефоны;824341;Мобильный телефон Fly FS505 Nimbus 7;3 773,0;4;Fly;золотистый;1;;33
3589;Мобильные телефоны;824341;Мобильный телефон Fly FS505 Nimbus 7;3 289,0;3;Fly;красный;7;;33
3590;Мобильные телефоны;824341;Мобильный телефон Fly FS505 Nimbus 7;3 289,0;10;Fly;черный;4;;33
3591;Мобильные телефоны;824341;Мобильный телефон Fly FS505 Nimbus 7;3 289,0;2;Fly;белый;5;;33
3592;Мобильные телефоны;825812;Мобильный телефон Micromax X556;933,9;11;Micromax;;0;;36
3593;Мобильные телефоны;825812;Мобильный телефон Micromax X556;979,0;5;Micromax;серебристый;3;;36
3594;Мобильные телефоны;825812;Мобильный телефон Micromax X556;790,9;12;Micromax;серый;9;;36
3595;Мобильные телефоны;825812;Мобильный телефон Micromax X556;790,9;14;Micromax;черный;4;;36
3596;Мобильные телефоны;951519;Мобильный телефон ZTE Blade L5;4389,0;7;ZTE;;0;;9
3597;Мобильные телефоны;951519;Мобильный телефон ZTE Blade L5;4 389,0;8;ZTE;серый;9;;9
3598;Мобильные телефоны;951519;Мобильный телефон ZTE Blade L5;4 389,0;5;ZTE;белый;5;;9
3599;Мобильные телефоны;1186911;Мобильный телефон ZTE N1;1408,0;2;ZTE;;0;;9
3600;Мобильные телефоны;1186911;Мобильный телефон ZTE N1;1 307,9;8;ZTE;золотистый;1;;9
3601;Мобильные телефоны;1186911;Мобильный телефон ZTE N1;1 307,9;4;ZTE;черный;4;;9
3602;Мобильные телефоны;775520;Мобильный телефон Micromax Canvas Selfie 2 Q340;4279,0;2;Micromax;;0;;36
3603;Мобильные телефоны;775520;Мобильный телефон Micromax Canvas Selfie 2 Q340;4 279,0;12;Micromax;бежевый;19;;36
